CROP,DISTRICT,YEAR,SEASON,AREA,PRODUCTION
Ground Nut,24 Parganas North,"2,000",Rabi       ,980,750
Ground Nut,24 Parganas North,"2,000",Summer     ,"3,000","5,139"
Ground Nut,24 Parganas North,"2,000", ,"3,980","5,889"
Ground Nut,24 Parganas North,"2,001",Rabi       ,974,592
Ground Nut,24 Parganas North,"2,001",Summer     ,"2,860","3,932"
Ground Nut,24 Parganas North,"2,001", ,"3,834","4,524"
Ground Nut,24 Parganas North,"2,002",Rabi       ,982,768
Ground Nut,24 Parganas North,"2,002",Summer     ,217,305
Ground Nut,24 Parganas North,"2,002", ,"1,199","1,073"
Ground Nut,24 Parganas North,"2,003",Rabi       ,"1,457","1,495"
Ground Nut,24 Parganas North,"2,003",Summer     ,"1,456","2,149"
Ground Nut,24 Parganas North,"2,003", ,"2,913","3,644"
Ground Nut,24 Parganas North,"2,007",Summer     ,"2,214","3,859"
Ground Nut,24 Parganas North,"2,008",Summer     ,"1,813","3,885"
Ground Nut,24 Parganas North,"2,009",Summer     ,"1,425","2,830"
Ground Nut,24 Parganas North,"2,010",Rabi       ,59,75
Ground Nut,24 Parganas North,"2,010",Summer     ,"1,234","2,510"
Ground Nut,24 Parganas North,"2,010", ,"1,293","2,585"
Ground Nut,24 Parganas North,"2,011",Rabi       ,80,84
Ground Nut,24 Parganas North,"2,011",Summer     ,"1,885","4,158"
Ground Nut,24 Parganas North,"2,011", ,"1,965","4,242"
Ground Nut,24 Parganas North,"2,012",Rabi       ,66,88
Ground Nut,24 Parganas North,"2,012",Summer     ,"2,211","6,460"
Ground Nut,24 Parganas North,"2,012", ,"2,277","6,548"
Ground Nut,24 Parganas North,"2,013",Rabi       ,66,85
Ground Nut,24 Parganas North,"2,013",Summer     ,"2,259","6,667"
Ground Nut,24 Parganas North,"2,013", ,"2,325","6,752"
Ground Nut,24 Parganas North,"2,014",Rabi       ,87,105
Ground Nut,24 Parganas North,"2,014",Summer     ,"2,143","4,622"
Ground Nut,24 Parganas North,"2,014", ,"2,230","4,727"
Ground Nut,24 Parganas North,"2,015",Rabi       ,486,609
Ground Nut,24 Parganas North,"2,015",Summer     ,"1,243","2,360"
Ground Nut,24 Parganas North,"2,015", ,"1,729","2,969"
Ground Nut,24 Parganas North,"2,016",Rabi       ,487,675
Ground Nut,24 Parganas North,"2,016",Summer     ,"1,969","4,346"
Ground Nut,24 Parganas North,"2,016", ,"2,456","5,021"
Ground Nut,24 Parganas North,"2,017",Autumn     ,4,7
Ground Nut,24 Parganas North,"2,017",Rabi       ,48,72
Ground Nut,24 Parganas North,"2,017",Summer     ,"2,099","4,710"
Ground Nut,24 Parganas North,"2,017", ,"2,151","4,789"
Ground Nut,24 Parganas North,"2,018",Autumn     ,4,7
Ground Nut,24 Parganas North,"2,018",Rabi       ,48,56
Ground Nut,24 Parganas North,"2,018",Summer     ,"1,395","3,396"
Ground Nut,24 Parganas North,"2,018", ,"1,447","3,459"
Ground Nut,24 Parganas North,"2,019",Autumn     ,4,7
Ground Nut,24 Parganas North,"2,019",Rabi       ,50,80
Ground Nut,24 Parganas North,"2,019",Summer     ,"1,459","1,870"
Ground Nut,24 Parganas North,"2,019", ,"1,513","1,957"
Ground Nut,24 Parganas South,"1,999",Summer     ,30,28
Ground Nut,24 Parganas South,"2,000",Summer     ,177,168
Ground Nut,24 Parganas South,"2,001",Summer     ,336,454
Ground Nut,24 Parganas South,"2,002",Summer     ,169,211
Ground Nut,24 Parganas South,"2,003",Summer     ,175,228
Ground Nut,24 Parganas South,"2,007",Summer     ,156,149
Ground Nut,24 Parganas South,"2,008",Summer     ,156,148
Ground Nut,24 Parganas South,"2,009",Summer     ,162,154
Ground Nut,24 Parganas South,"2,010",Summer     ,148,133
Ground Nut,24 Parganas South,"2,012",Summer     ,27,79
Ground Nut,24 Parganas South,"2,013",Summer     ,19,56
Ground Nut,24 Parganas South,"2,014",Summer     ,23,50
Ground Nut,24 Parganas South,"2,015",Summer     ,69,131
Ground Nut,24 Parganas South,"2,016",Summer     ,35,77
Ground Nut,24 Parganas South,"2,017",Summer     ,78,175
Ground Nut,24 Parganas South,"2,018",Summer     ,32,78
Ground Nut,24 Parganas South,"2,019",Summer     ,27,35
Ground Nut,Alipurduar,"2,016",Autumn     ,5,7
Ground Nut,Alipurduar,"2,016",Rabi       ,207,332
Ground Nut,Alipurduar,"2,016",Summer     ,355,666
Ground Nut,Alipurduar,"2,016", ,567,"1,005"
Ground Nut,Alipurduar,"2,017",Rabi       ,126,193
Ground Nut,Alipurduar,"2,017",Summer     ,288,678
Ground Nut,Alipurduar,"2,017", ,414,871
Ground Nut,Alipurduar,"2,018",Autumn     ,135,189
Ground Nut,Alipurduar,"2,018",Rabi       ,105,161
Ground Nut,Alipurduar,"2,018",Summer     ,259,540
Ground Nut,Alipurduar,"2,018", ,499,890
Ground Nut,Alipurduar,"2,019",Autumn     ,140,209
Ground Nut,Alipurduar,"2,019",Rabi       ,105,163
Ground Nut,Alipurduar,"2,019",Summer     ,252,665
Ground Nut,Alipurduar,"2,019", ,497,"1,037"
Ground Nut,Bankura,"1,999",Kharif     ,"2,292","1,549"
Ground Nut,Bankura,"1,999",Summer     ,11,7
Ground Nut,Bankura,"1,999", ,"2,303","1,556"
Ground Nut,Bankura,"2,000",Kharif     ,432,350
Ground Nut,Bankura,"2,000",Summer     ,21,17
Ground Nut,Bankura,"2,000", ,453,367
Ground Nut,Bankura,"2,001",Kharif     ,958,"1,032"
Ground Nut,Bankura,"2,001",Summer     ,90,144
Ground Nut,Bankura,"2,001", ,"1,048","1,176"
Ground Nut,Bankura,"2,002",Kharif     ,128,101
Ground Nut,Bankura,"2,002",Rabi       ,10,16
Ground Nut,Bankura,"2,002",Summer     ,105,109
Ground Nut,Bankura,"2,002", ,243,226
Ground Nut,Bankura,"2,003",Kharif     ,729,668
Ground Nut,Bankura,"2,003",Summer     ,32,32
Ground Nut,Bankura,"2,003", ,761,700
Ground Nut,Bankura,"2,007",Kharif     ,95,93
Ground Nut,Bankura,"2,007",Rabi       ,53,74
Ground Nut,Bankura,"2,007",Summer     ,272,416
Ground Nut,Bankura,"2,007", ,420,583
Ground Nut,Bankura,"2,008",Kharif     ,109,118
Ground Nut,Bankura,"2,008",Rabi       ,62,80
Ground Nut,Bankura,"2,008",Summer     ,437,762
Ground Nut,Bankura,"2,008", ,608,960
Ground Nut,Bankura,"2,009",Autumn     ,147,127
Ground Nut,Bankura,"2,009",Rabi       ,15,14
Ground Nut,Bankura,"2,009",Summer     ,462,799
Ground Nut,Bankura,"2,009", ,624,940
Ground Nut,Bankura,"2,010",Autumn     ,170,134
Ground Nut,Bankura,"2,010",Rabi       ,50,80
Ground Nut,Bankura,"2,010",Summer     ,390,659
Ground Nut,Bankura,"2,010", ,610,873
Ground Nut,Bankura,"2,011",Autumn     ,109,90
Ground Nut,Bankura,"2,011",Rabi       ,70,127
Ground Nut,Bankura,"2,011",Summer     ,335,753
Ground Nut,Bankura,"2,011", ,514,970
Ground Nut,Bankura,"2,012",Autumn     ,141,127
Ground Nut,Bankura,"2,012",Rabi       ,51,88
Ground Nut,Bankura,"2,012",Summer     ,393,841
Ground Nut,Bankura,"2,012", ,585,"1,056"
Ground Nut,Bankura,"2,013",Autumn     ,268,206
Ground Nut,Bankura,"2,013",Rabi       ,88,149
Ground Nut,Bankura,"2,013",Summer     ,219,474
Ground Nut,Bankura,"2,013", ,575,829
Ground Nut,Bankura,"2,014",Autumn     ,265,249
Ground Nut,Bankura,"2,014",Rabi       ,88,149
Ground Nut,Bankura,"2,014",Summer     ,324,791
Ground Nut,Bankura,"2,014", ,677,"1,189"
Ground Nut,Bankura,"2,015",Autumn     ,267,228
Ground Nut,Bankura,"2,015",Rabi       ,79,138
Ground Nut,Bankura,"2,015",Summer     ,754,"1,270"
Ground Nut,Bankura,"2,015", ,"1,100","1,636"
Ground Nut,Bankura,"2,016",Autumn     ,275,267
Ground Nut,Bankura,"2,016",Rabi       ,83,144
Ground Nut,Bankura,"2,016",Summer     ,639,"1,063"
Ground Nut,Bankura,"2,016", ,997,"1,474"
Ground Nut,Bankura,"2,017",Autumn     ,282,274
Ground Nut,Bankura,"2,017",Rabi       ,75,127
Ground Nut,Bankura,"2,017",Summer     ,910,"2,001"
Ground Nut,Bankura,"2,017", ,"1,267","2,402"
Ground Nut,Bankura,"2,018",Autumn     ,462,446
Ground Nut,Bankura,"2,018",Rabi       ,40,70
Ground Nut,Bankura,"2,018",Summer     ,741,"2,037"
Ground Nut,Bankura,"2,018", ,"1,243","2,553"
Ground Nut,Bankura,"2,019",Autumn     ,487,468
Ground Nut,Bankura,"2,019",Summer     ,909,"1,723"
Ground Nut,Bankura,"2,019", ,"1,396","2,191"
Ground Nut,Birbhum,"1,999",Kharif     ,62,62
Ground Nut,Birbhum,"1,999",Summer     ,36,25
Ground Nut,Birbhum,"1,999", ,98,87
Ground Nut,Birbhum,"2,000",Kharif     ,43,43
Ground Nut,Birbhum,"2,000",Summer     ,94,75
Ground Nut,Birbhum,"2,000", ,137,118
Ground Nut,Birbhum,"2,001",Kharif     ,151,151
Ground Nut,Birbhum,"2,001",Rabi       ,4,6
Ground Nut,Birbhum,"2,001",Summer     ,193,161
Ground Nut,Birbhum,"2,001", ,348,318
Ground Nut,Birbhum,"2,002",Kharif     ,50,50
Ground Nut,Birbhum,"2,002",Summer     ,106,88
Ground Nut,Birbhum,"2,002", ,156,138
Ground Nut,Birbhum,"2,003",Kharif     ,6,5
Ground Nut,Birbhum,"2,003",Rabi       ,3,3
Ground Nut,Birbhum,"2,003",Summer     ,116,96
Ground Nut,Birbhum,"2,003", ,125,104
Ground Nut,Birbhum,"2,007",Kharif     ,44,45
Ground Nut,Birbhum,"2,007",Rabi       ,9,14
Ground Nut,Birbhum,"2,007",Summer     ,153,221
Ground Nut,Birbhum,"2,007", ,206,280
Ground Nut,Birbhum,"2,008",Kharif     ,25,26
Ground Nut,Birbhum,"2,008",Rabi       ,31,48
Ground Nut,Birbhum,"2,008",Summer     ,36,52
Ground Nut,Birbhum,"2,008", ,92,126
Ground Nut,Birbhum,"2,009",Autumn     ,69,72
Ground Nut,Birbhum,"2,009",Rabi       ,47,43
Ground Nut,Birbhum,"2,009",Summer     ,159,223
Ground Nut,Birbhum,"2,009", ,275,338
Ground Nut,Birbhum,"2,010",Rabi       ,25,28
Ground Nut,Birbhum,"2,010",Summer     ,61,90
Ground Nut,Birbhum,"2,010", ,86,118
Ground Nut,Birbhum,"2,011",Rabi       ,7,10
Ground Nut,Birbhum,"2,012",Autumn     ,47,49
Ground Nut,Birbhum,"2,012",Rabi       ,14,20
Ground Nut,Birbhum,"2,012", ,61,69
Ground Nut,Birbhum,"2,013",Autumn     ,46,48
Ground Nut,Birbhum,"2,014",Autumn     ,47,49
Ground Nut,Birbhum,"2,014",Rabi       ,58,61
Ground Nut,Birbhum,"2,014", ,105,110
Ground Nut,Birbhum,"2,015",Autumn     ,58,61
Ground Nut,Birbhum,"2,015",Rabi       ,36,41
Ground Nut,Birbhum,"2,015", ,94,102
Ground Nut,Birbhum,"2,016",Autumn     ,53,55
Ground Nut,Birbhum,"2,016",Rabi       ,47,54
Ground Nut,Birbhum,"2,016", ,100,109
Ground Nut,Birbhum,"2,017",Rabi       ,45,82
Ground Nut,Birbhum,"2,017",Summer     ,45,107
Ground Nut,Birbhum,"2,017", ,90,189
Ground Nut,Birbhum,"2,018",Rabi       ,86,127
Ground Nut,Birbhum,"2,018",Summer     ,8,19
Ground Nut,Birbhum,"2,018", ,94,146
Ground Nut,Birbhum,"2,019",Autumn     ,176,200
Ground Nut,Birbhum,"2,019",Rabi       ,80,108
Ground Nut,Birbhum,"2,019",Summer     ,36,48
Ground Nut,Birbhum,"2,019", ,292,356
Ground Nut,Coochbehar,"2,000",Summer     ,87,87
Ground Nut,Coochbehar,"2,001",Rabi       ,184,138
Ground Nut,Coochbehar,"2,001",Summer     ,184,129
Ground Nut,Coochbehar,"2,001", ,368,267
Ground Nut,Coochbehar,"2,002",Rabi       ,174,134
Ground Nut,Coochbehar,"2,002",Summer     ,147,103
Ground Nut,Coochbehar,"2,002", ,321,237
Ground Nut,Coochbehar,"2,003",Rabi       ,170,255
Ground Nut,Coochbehar,"2,003",Summer     ,170,136
Ground Nut,Coochbehar,"2,003", ,340,391
Ground Nut,Coochbehar,"2,007",Kharif     ,275,114
Ground Nut,Coochbehar,"2,007",Rabi       ,185,180
Ground Nut,Coochbehar,"2,007",Summer     ,155,128
Ground Nut,Coochbehar,"2,007", ,615,422
Ground Nut,Coochbehar,"2,008",Kharif     ,290,120
Ground Nut,Coochbehar,"2,008",Rabi       ,190,185
Ground Nut,Coochbehar,"2,008",Summer     ,170,143
Ground Nut,Coochbehar,"2,008", ,650,448
Ground Nut,Coochbehar,"2,009",Autumn     ,290,125
Ground Nut,Coochbehar,"2,009",Rabi       ,67,168
Ground Nut,Coochbehar,"2,009",Summer     ,185,156
Ground Nut,Coochbehar,"2,009", ,542,449
Ground Nut,Coochbehar,"2,010",Autumn     ,300,123
Ground Nut,Coochbehar,"2,010",Rabi       ,220,231
Ground Nut,Coochbehar,"2,010",Summer     ,170,142
Ground Nut,Coochbehar,"2,010", ,690,496
Ground Nut,Coochbehar,"2,011",Autumn     ,310,129
Ground Nut,Coochbehar,"2,011",Rabi       ,235,244
Ground Nut,Coochbehar,"2,011", ,545,373
Ground Nut,Coochbehar,"2,012",Autumn     ,325,157
Ground Nut,Coochbehar,"2,012",Rabi       ,195,234
Ground Nut,Coochbehar,"2,012", ,520,391
Ground Nut,Coochbehar,"2,013",Autumn     ,250,171
Ground Nut,Coochbehar,"2,013",Rabi       ,220,264
Ground Nut,Coochbehar,"2,013", ,470,435
Ground Nut,Coochbehar,"2,014",Autumn     ,295,196
Ground Nut,Coochbehar,"2,014",Rabi       ,350,525
Ground Nut,Coochbehar,"2,014", ,645,721
Ground Nut,Coochbehar,"2,015",Autumn     ,295,163
Ground Nut,Coochbehar,"2,015",Rabi       ,293,385
Ground Nut,Coochbehar,"2,015", ,588,548
Ground Nut,Coochbehar,"2,016",Autumn     ,303,146
Ground Nut,Coochbehar,"2,016",Rabi       ,288,391
Ground Nut,Coochbehar,"2,016", ,591,537
Ground Nut,Coochbehar,"2,017",Rabi       ,290,"1,044"
Ground Nut,Coochbehar,"2,018",Rabi       ,390,554
Ground Nut,Coochbehar,"2,019",Rabi       ,650,943
Ground Nut,Coochbehar,"2,019",Summer     ,450,"1,187"
Ground Nut,Coochbehar,"2,019", ,"1,100","2,130"
Ground Nut,Darjeeling,"2,000",Rabi       ,22,33
Ground Nut,Darjeeling,"2,001",Kharif     ,5,8
Ground Nut,Darjeeling,"2,001",Rabi       ,20,30
Ground Nut,Darjeeling,"2,001", ,25,38
Ground Nut,Darjeeling,"2,002",Kharif     ,4,6
Ground Nut,Darjeeling,"2,002",Rabi       ,12,18
Ground Nut,Darjeeling,"2,002",Summer     ,8,10
Ground Nut,Darjeeling,"2,002", ,24,34
Ground Nut,Darjeeling,"2,003",Rabi       ,12,18
Ground Nut,Darjeeling,"2,003",Summer     ,8,10
Ground Nut,Darjeeling,"2,003", ,20,28
Ground Nut,Darjeeling,"2,007",Kharif     ,1,1
Ground Nut,Darjeeling,"2,007",Rabi       ,23,35
Ground Nut,Darjeeling,"2,007",Summer     ,15,18
Ground Nut,Darjeeling,"2,007", ,39,54
Ground Nut,Darjeeling,"2,008",Kharif     ,1,1
Ground Nut,Darjeeling,"2,008",Rabi       ,23,35
Ground Nut,Darjeeling,"2,008",Summer     ,17,21
Ground Nut,Darjeeling,"2,008", ,41,57
Ground Nut,Darjeeling,"2,009",Autumn     ,1,1
Ground Nut,Darjeeling,"2,009",Rabi       ,613,900
Ground Nut,Darjeeling,"2,009",Summer     ,13,15
Ground Nut,Darjeeling,"2,009", ,627,916
Ground Nut,Darjeeling,"2,010",Autumn     ,1,1
Ground Nut,Darjeeling,"2,010",Summer     ,13,15
Ground Nut,Darjeeling,"2,010", ,14,16
Ground Nut,Darjeeling,"2,011",Autumn     ,1,1
Ground Nut,Darjeeling,"2,012",Autumn     ,1,1
Ground Nut,Darjeeling,"2,014",Rabi       ,5,8
Ground Nut,Darjeeling,"2,015",Rabi       ,10,18
Ground Nut,Darjeeling,"2,016",Rabi       ,7,12
Ground Nut,Darjeeling,"2,017",Rabi       ,6,10
Ground Nut,Darjeeling,"2,017",Summer     ,16,38
Ground Nut,Darjeeling,"2,017", ,22,48
Ground Nut,Darjeeling,"2,018",Summer     ,15,51
Ground Nut,Darjeeling,"2,019",Summer     ,36,95
Ground Nut,South Dinajpur,"1,999",Summer     ,93,126
Ground Nut,South Dinajpur,"2,000",Summer     ,100,139
Ground Nut,South Dinajpur,"2,007",Summer     ,430,657
Ground Nut,South Dinajpur,"2,008",Summer     ,326,558
Ground Nut,South Dinajpur,"2,009",Summer     ,250,409
Ground Nut,South Dinajpur,"2,010",Summer     ,335,541
Ground Nut,South Dinajpur,"2,015",Summer     ,4,7
Ground Nut,South Dinajpur,"2,016",Summer     ,29,73
Ground Nut,South Dinajpur,"2,017",Summer     ,34,100
Ground Nut,South Dinajpur,"2,018",Summer     ,182,563
Ground Nut,South Dinajpur,"2,019",Summer     ,162,367
Ground Nut,North Dinajpur,"1,999",Kharif     ,23,36
Ground Nut,North Dinajpur,"1,999",Summer     ,140,271
Ground Nut,North Dinajpur,"1,999", ,163,307
Ground Nut,North Dinajpur,"2,000",Summer     ,140,271
Ground Nut,North Dinajpur,"2,001",Kharif     ,88,128
Ground Nut,North Dinajpur,"2,001",Rabi       ,133,207
Ground Nut,North Dinajpur,"2,001",Summer     ,150,338
Ground Nut,North Dinajpur,"2,001", ,371,673
Ground Nut,North Dinajpur,"2,002",Kharif     ,58,85
Ground Nut,North Dinajpur,"2,002",Rabi       ,33,52
Ground Nut,North Dinajpur,"2,002",Summer     ,29,63
Ground Nut,North Dinajpur,"2,002", ,120,200
Ground Nut,North Dinajpur,"2,003",Kharif     ,20,27
Ground Nut,North Dinajpur,"2,003",Rabi       ,104,81
Ground Nut,North Dinajpur,"2,003",Summer     ,66,78
Ground Nut,North Dinajpur,"2,003", ,190,186
Ground Nut,North Dinajpur,"2,007",Rabi       ,150,384
Ground Nut,North Dinajpur,"2,007",Summer     ,142,169
Ground Nut,North Dinajpur,"2,007", ,292,553
Ground Nut,North Dinajpur,"2,008",Rabi       ,50,53
Ground Nut,North Dinajpur,"2,008",Summer     ,160,249
Ground Nut,North Dinajpur,"2,008", ,210,302
Ground Nut,North Dinajpur,"2,009",Summer     ,192,300
Ground Nut,North Dinajpur,"2,010",Rabi       ,87,274
Ground Nut,North Dinajpur,"2,010",Summer     ,165,258
Ground Nut,North Dinajpur,"2,010", ,252,532
Ground Nut,North Dinajpur,"2,011",Rabi       ,125,393
Ground Nut,North Dinajpur,"2,012",Rabi       ,83,206
Ground Nut,North Dinajpur,"2,013",Rabi       ,97,241
Ground Nut,North Dinajpur,"2,014",Rabi       ,98,244
Ground Nut,North Dinajpur,"2,015",Rabi       ,126,312
Ground Nut,North Dinajpur,"2,016",Autumn     ,107,211
Ground Nut,North Dinajpur,"2,016",Rabi       ,125,353
Ground Nut,North Dinajpur,"2,016", ,232,564
Ground Nut,North Dinajpur,"2,017",Autumn     ,110,219
Ground Nut,North Dinajpur,"2,017",Rabi       ,105,205
Ground Nut,North Dinajpur,"2,017", ,215,424
Ground Nut,North Dinajpur,"2,018",Rabi       ,105,205
Ground Nut,North Dinajpur,"2,019",Rabi       ,85,167
Ground Nut,Hoogly,"1,999",Rabi       ,315,520
Ground Nut,Hoogly,"1,999",Summer     ,"2,885","3,750"
Ground Nut,Hoogly,"1,999", ,"3,200","4,270"
Ground Nut,Hoogly,"2,000",Summer     ,"4,117","7,493"
Ground Nut,Hoogly,"2,001",Rabi       ,200,180
Ground Nut,Hoogly,"2,001",Summer     ,"4,469","6,748"
Ground Nut,Hoogly,"2,001", ,"4,669","6,928"
Ground Nut,Hoogly,"2,002",Rabi       ,450,622
Ground Nut,Hoogly,"2,002",Summer     ,"4,469","6,748"
Ground Nut,Hoogly,"2,002", ,"4,919","7,370"
Ground Nut,Hoogly,"2,003",Rabi       ,735,"1,139"
Ground Nut,Hoogly,"2,003",Summer     ,"8,139","11,712"
Ground Nut,Hoogly,"2,003", ,"8,874","12,851"
Ground Nut,Hoogly,"2,007",Rabi       ,490,735
Ground Nut,Hoogly,"2,007",Summer     ,"8,813","13,325"
Ground Nut,Hoogly,"2,007", ,"9,303","14,060"
Ground Nut,Hoogly,"2,008",Rabi       ,570,855
Ground Nut,Hoogly,"2,008",Summer     ,"13,645","24,138"
Ground Nut,Hoogly,"2,008", ,"14,215","24,993"
Ground Nut,Hoogly,"2,009",Rabi       ,"1,754","3,797"
Ground Nut,Hoogly,"2,009",Summer     ,"10,366","17,021"
Ground Nut,Hoogly,"2,009", ,"12,120","20,818"
Ground Nut,Hoogly,"2,010",Rabi       ,480,749
Ground Nut,Hoogly,"2,010",Summer     ,"10,572","18,512"
Ground Nut,Hoogly,"2,010", ,"11,052","19,261"
Ground Nut,Hoogly,"2,011",Rabi       ,450,702
Ground Nut,Hoogly,"2,011",Summer     ,"11,467","22,889"
Ground Nut,Hoogly,"2,011", ,"11,917","23,591"
Ground Nut,Hoogly,"2,012",Rabi       ,500,769
Ground Nut,Hoogly,"2,012",Summer     ,"12,761","29,937"
Ground Nut,Hoogly,"2,012", ,"13,261","30,706"
Ground Nut,Hoogly,"2,013",Rabi       ,477,740
Ground Nut,Hoogly,"2,013",Summer     ,"13,303","28,735"
Ground Nut,Hoogly,"2,013", ,"13,780","29,475"
Ground Nut,Hoogly,"2,014",Rabi       ,525,802
Ground Nut,Hoogly,"2,014",Summer     ,"13,267","29,037"
Ground Nut,Hoogly,"2,014", ,"13,792","29,839"
Ground Nut,Hoogly,"2,015",Rabi       ,513,786
Ground Nut,Hoogly,"2,015",Summer     ,"19,263","43,516"
Ground Nut,Hoogly,"2,015", ,"19,776","44,302"
Ground Nut,Hoogly,"2,016",Rabi       ,519,794
Ground Nut,Hoogly,"2,016",Summer     ,"12,655","28,407"
Ground Nut,Hoogly,"2,016", ,"13,174","29,201"
Ground Nut,Hoogly,"2,017",Rabi       ,330,507
Ground Nut,Hoogly,"2,017",Summer     ,"13,957","36,117"
Ground Nut,Hoogly,"2,017", ,"14,287","36,624"
Ground Nut,Hoogly,"2,018",Rabi       ,314,286
Ground Nut,Hoogly,"2,018",Summer     ,"14,815","36,494"
Ground Nut,Hoogly,"2,018", ,"15,129","36,780"
Ground Nut,Hoogly,"2,019",Rabi       ,322,318
Ground Nut,Hoogly,"2,019",Summer     ,"18,321","31,380"
Ground Nut,Hoogly,"2,019", ,"18,643","31,698"
Ground Nut,Howrah,"1,999",Rabi       ,191,169
Ground Nut,Howrah,"1,999",Summer     ,689,702
Ground Nut,Howrah,"1,999", ,880,871
Ground Nut,Howrah,"2,000",Rabi       ,614,551
Ground Nut,Howrah,"2,000",Summer     ,634,798
Ground Nut,Howrah,"2,000", ,"1,248","1,349"
Ground Nut,Howrah,"2,001",Rabi       ,766,687
Ground Nut,Howrah,"2,001",Summer     ,"1,061","1,508"
Ground Nut,Howrah,"2,001", ,"1,827","2,195"
Ground Nut,Howrah,"2,002",Summer     ,996,"1,438"
Ground Nut,Howrah,"2,003",Summer     ,"1,946","2,370"
Ground Nut,Howrah,"2,007",Summer     ,"5,101","8,422"
Ground Nut,Howrah,"2,008",Summer     ,"3,764","6,071"
Ground Nut,Howrah,"2,009",Rabi       ,570,855
Ground Nut,Howrah,"2,009",Summer     ,"4,248","6,911"
Ground Nut,Howrah,"2,009", ,"4,818","7,766"
Ground Nut,Howrah,"2,010",Summer     ,"4,371","7,133"
Ground Nut,Howrah,"2,011",Summer     ,"5,051","11,142"
Ground Nut,Howrah,"2,012",Summer     ,"5,308","15,508"
Ground Nut,Howrah,"2,013",Summer     ,"5,428","16,019"
Ground Nut,Howrah,"2,014",Summer     ,"6,103","13,208"
Ground Nut,Howrah,"2,015",Summer     ,"9,636","21,861"
Ground Nut,Howrah,"2,016",Summer     ,"4,891","10,885"
Ground Nut,Howrah,"2,017",Summer     ,"4,454","10,174"
Ground Nut,Howrah,"2,018",Rabi       ,5,6
Ground Nut,Howrah,"2,018",Summer     ,"4,243","11,303"
Ground Nut,Howrah,"2,018", ,"4,248","11,309"
Ground Nut,Howrah,"2,019",Summer     ,"4,865","4,980"
Ground Nut, Jalpaiguri,"1,999",Summer     ,425,663
Ground Nut, Jalpaiguri,"2,000",Summer     ,10,16
Ground Nut, Jalpaiguri,"2,001",Rabi       ,182,262
Ground Nut, Jalpaiguri,"2,001",Summer     ,163,228
Ground Nut, Jalpaiguri,"2,001", ,345,490
Ground Nut, Jalpaiguri,"2,002",Rabi       ,105,151
Ground Nut, Jalpaiguri,"2,002",Summer     ,163,222
Ground Nut, Jalpaiguri,"2,002", ,268,373
Ground Nut, Jalpaiguri,"2,003",Rabi       ,330,485
Ground Nut, Jalpaiguri,"2,003",Summer     ,315,550
Ground Nut, Jalpaiguri,"2,003", ,645,"1,035"
Ground Nut, Jalpaiguri,"2,007",Rabi       ,"2,079","3,254"
Ground Nut, Jalpaiguri,"2,007",Summer     ,827,"1,386"
Ground Nut, Jalpaiguri,"2,007", ,"2,906","4,640"
Ground Nut, Jalpaiguri,"2,008",Rabi       ,"1,069","1,688"
Ground Nut, Jalpaiguri,"2,008",Summer     ,558,941
Ground Nut, Jalpaiguri,"2,008", ,"1,627","2,629"
Ground Nut, Jalpaiguri,"2,009",Rabi       ,205,203
Ground Nut, Jalpaiguri,"2,009",Summer     ,603,"1,015"
Ground Nut, Jalpaiguri,"2,009", ,808,"1,218"
Ground Nut, Jalpaiguri,"2,010",Autumn     ,10,14
Ground Nut, Jalpaiguri,"2,010",Rabi       ,"1,572","2,690"
Ground Nut, Jalpaiguri,"2,010",Summer     ,"3,862","7,531"
Ground Nut, Jalpaiguri,"2,010", ,"5,444","10,235"
Ground Nut, Jalpaiguri,"2,011",Autumn     ,10,14
Ground Nut, Jalpaiguri,"2,011",Rabi       ,521,916
Ground Nut, Jalpaiguri,"2,011",Summer     ,"3,952","6,145"
Ground Nut, Jalpaiguri,"2,011", ,"4,483","7,075"
Ground Nut, Jalpaiguri,"2,012",Autumn     ,10,14
Ground Nut, Jalpaiguri,"2,012",Rabi       ,902,"1,544"
Ground Nut, Jalpaiguri,"2,012",Summer     ,"3,371","7,048"
Ground Nut, Jalpaiguri,"2,012", ,"4,283","8,606"
Ground Nut, Jalpaiguri,"2,013",Autumn     ,110,157
Ground Nut, Jalpaiguri,"2,013",Rabi       ,998,"1,703"
Ground Nut, Jalpaiguri,"2,013",Summer     ,"3,212","7,063"
Ground Nut, Jalpaiguri,"2,013", ,"4,320","8,923"
Ground Nut, Jalpaiguri,"2,014",Autumn     ,110,157
Ground Nut, Jalpaiguri,"2,014",Rabi       ,"1,100","1,762"
Ground Nut, Jalpaiguri,"2,014",Summer     ,"3,338","7,627"
Ground Nut, Jalpaiguri,"2,014", ,"4,548","9,546"
Ground Nut, Jalpaiguri,"2,015",Autumn     ,90,129
Ground Nut, Jalpaiguri,"2,015",Rabi       ,"1,064","1,775"
Ground Nut, Jalpaiguri,"2,015",Summer     ,"2,661","4,547"
Ground Nut, Jalpaiguri,"2,015", ,"3,815","6,451"
Ground Nut, Jalpaiguri,"2,016",Autumn     ,100,143
Ground Nut, Jalpaiguri,"2,016",Rabi       ,887,"1,771"
Ground Nut, Jalpaiguri,"2,016",Summer     ,"2,771","5,278"
Ground Nut, Jalpaiguri,"2,016", ,"3,758","7,192"
Ground Nut, Jalpaiguri,"2,017",Rabi       ,888,"1,774"
